Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
7172,0.9,Fair,F,VS1,66.2,55.0,4183,6.11,5.97,4.0
1976,0.8,Premium,E,SI1,62.9,60.0,3091,5.89,5.87,3.7
24759,1.5,Premium,G,VS2,60.5,59.0,13112,7.39,7.35,4.46
11536,1.01,Premium,H,VS2,61.3,58.0,5028,6.46,6.49,3.97
19633,1.01,Ideal,G,VVS2,62.2,54.0,8252,6.48,6.41,4.01
15832,1.3,Ideal,J,VS1,62.3,57.0,6334,7.06,6.97,4.37
39930,0.31,Ideal,E,VVS1,61.5,56.0,1105,4.34,4.37,2.68
37893,0.41,Ideal,F,VS1,62.1,56.0,1007,4.77,4.8,2.97
9639,1.09,Very Good,I,SI1,63.2,59.0,4639,6.54,6.5,4.12
22975,1.6,Premium,I,VS1,58.6,58.0,11021,7.72,7.66,4.51
18226,1.04,Good,F,VS1,63.2,57.0,7399,6.41,6.44,4.06
17325,1.22,Ideal,H,VS2,61.4,57.0,6947,6.89,6.85,4.22
13991,1.18,Premium,H,SI1,61.8,58.0,5696,6.74,6.79,4.18
49517,0.73,Ideal,I,SI1,62.0,56.0,2122,5.75,5.8,3.58
17485,1.52,Good,J,SI1,63.6,60.0,7022,7.25,7.21,4.6
6017,0.91,Premium,H,VS2,62.3,57.0,3963,6.22,6.13,3.85
27078,1.6,Premium,G,VVS1,61.5,58.0,17204,7.48,7.58,4.63
1313,0.71,Good,F,VVS2,58.2,60.0,2956,5.89,5.94,3.44
22996,1.55,Premium,H,VS2,60.4,60.0,11048,7.39,7.44,4.48
36511,0.35,Ideal,F,VVS1,61.8,55.0,945,4.53,4.57,2.81
43621,0.52,Ideal,F,SI1,60.4,56.0,1432,5.22,5.28,3.17
13856,1.0,Premium,G,VS2,62.0,62.0,5645,6.41,6.36,3.96
21537,1.51,Very Good,I,VS1,61.8,63.0,9640,7.34,7.28,4.52
34125,0.35,Ideal,F,VS1,62.4,55.0,853,4.52,4.49,2.81
2659,0.7,Very Good,G,VVS2,60.0,60.0,3235,5.78,5.85,3.49
29200,0.33,Ideal,I,IF,61.6,55.0,694,4.46,4.47,2.75
16801,1.0,Very Good,F,VS2,63.2,56.0,6701,6.32,6.37,4.01
51126,0.57,Ideal,F,VVS1,61.9,54.8,2339,5.3,5.36,3.3
31133,0.31,Ideal,E,VVS2,61.4,58.0,755,4.33,4.37,2.67
47910,0.7,Premium,I,SI1,61.8,62.0,1914,5.69,5.64,3.5
